jahr,stadtkreis,quartier,staatenkleingruppe,anzahl
2018,Seen,Ganzenbühl,Italien,157
2018,Seen,Ganzenbühl,Kosovo,32
2018,Seen,Ganzenbühl,Mazedonien,38
2018,Seen,Ganzenbühl,Nordeuropa,NA
2018,Seen,Ganzenbühl,Österreich,NA
2018,Seen,Ganzenbühl,Osteuropa und Russland,NA
2018,Seen,Ganzenbühl,Portugal,NA
2018,Seen,Ganzenbühl,Schweiz,2318
2018,Seen,Ganzenbühl,Serbien,29
2018,Seen,Ganzenbühl,Spanien,NA
2018,Seen,Ganzenbühl,Türkei,33
2018,Seen,Ganzenbühl,übriges Mitteleuropa,41
2018,Seen,Ganzenbühl,übriges Südosteuropa,NA
2018,Seen,Ganzenbühl,Westeuropa,NA
2018,Seen,Gotzenwil,Amerika,NA
2018,Seen,Gotzenwil,Asien,NA
2018,Seen,Gotzenwil,Australien und Ozeanien,NA
2018,Seen,Gotzenwil,Deutschland,NA
2018,Seen,Gotzenwil,Italien,23
2018,Seen,Gotzenwil,Kosovo,NA
2018,Seen,Gotzenwil,Nordeuropa,NA
2018,Seen,Gotzenwil,Österreich,NA
2018,Seen,Gotzenwil,Osteuropa und Russland,NA
2018,Seen,Gotzenwil,Portugal,NA
2018,Seen,Gotzenwil,Schweiz,661
2018,Seen,Gotzenwil,Spanien,NA
2018,Seen,Gotzenwil,übriges Mitteleuropa,NA
2018,Seen,Gotzenwil,übriges Südosteuropa,NA
2018,Seen,Gotzenwil,Westeuropa,NA
2018,Oberwinterthur,Grüze,Afrika,70
2018,Oberwinterthur,Grüze,Amerika,22
2018,Oberwinterthur,Grüze,Asien,136
2018,Oberwinterthur,Grüze,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Grüze,Deutschland,194
2018,Oberwinterthur,Grüze,Italien,112
2018,Oberwinterthur,Grüze,Kosovo,23
2018,Oberwinterthur,Grüze,Mazedonien,NA
2018,Oberwinterthur,Grüze,Österreich,21
2018,Oberwinterthur,Grüze,Osteuropa und Russland,NA
2018,Oberwinterthur,Grüze,Portugal,NA
2018,Oberwinterthur,Grüze,Schweiz,1790
2018,Oberwinterthur,Grüze,Serbien,NA
2018,Oberwinterthur,Grüze,Spanien,NA
2018,Oberwinterthur,Grüze,Türkei,23
2018,Oberwinterthur,Grüze,übriges Mitteleuropa,54
2018,Oberwinterthur,Grüze,übriges Südosteuropa,NA
2018,Oberwinterthur,Grüze,unbekannt,1
2018,Oberwinterthur,Grüze,Westeuropa,37
2018,Oberwinterthur,Guggenbühl,Afrika,183
2018,Oberwinterthur,Guggenbühl,Amerika,46
2018,Oberwinterthur,Guggenbühl,Asien,182
2018,Oberwinterthur,Guggenbühl,Bosnien u. Herzegowina,34
2018,Oberwinterthur,Guggenbühl,Deutschland,155
2018,Oberwinterthur,Guggenbühl,Italien,344
2018,Oberwinterthur,Guggenbühl,Kosovo,112
2018,Oberwinterthur,Guggenbühl,Mazedonien,231
2018,Oberwinterthur,Guggenbühl,Nordeuropa,NA
2018,Oberwinterthur,Guggenbühl,Österreich,37
2018,Oberwinterthur,Guggenbühl,Osteuropa und Russland,NA
2018,Oberwinterthur,Guggenbühl,Portugal,102
2018,Oberwinterthur,Guggenbühl,Schweiz,3845
2018,Oberwinterthur,Guggenbühl,Serbien,135
2018,Oberwinterthur,Guggenbühl,Spanien,38
2018,Oberwinterthur,Guggenbühl,Türkei,173
2018,Oberwinterthur,Guggenbühl,übriges Mitteleuropa,116
2018,Oberwinterthur,Guggenbühl,übriges Südosteuropa,NA
2018,Oberwinterthur,Guggenbühl,unbekannt,5
2018,Oberwinterthur,Guggenbühl,Westeuropa,40
2018,Mattenbach,Gutschick,Afrika,56
2018,Mattenbach,Gutschick,Amerika,30
2018,Mattenbach,Gutschick,Asien,73
2018,Mattenbach,Gutschick,Australien und Ozeanien,NA
2018,Mattenbach,Gutschick,Bosnien u. Herzegowina,NA
2018,Mattenbach,Gutschick,Deutschland,92
2018,Mattenbach,Gutschick,Italien,196
2018,Mattenbach,Gutschick,Kosovo,74
2018,Mattenbach,Gutschick,Mazedonien,117
2018,Mattenbach,Gutschick,Nordeuropa,NA
2018,Mattenbach,Gutschick,Österreich,36
2018,Mattenbach,Gutschick,Osteuropa und Russland,NA
2018,Mattenbach,Gutschick,Portugal,32
2018,Mattenbach,Gutschick,Schweiz,2008
2018,Mattenbach,Gutschick,Serbien,78
2018,Mattenbach,Gutschick,Spanien,27
2018,Mattenbach,Gutschick,Türkei,181
2018,Mattenbach,Gutschick,übriges Mitteleuropa,63
2018,Mattenbach,Gutschick,übriges Südosteuropa,21
2018,Mattenbach,Gutschick,unbekannt,3
2018,Mattenbach,Gutschick,Westeuropa,NA
2018,Wülflingen,Hardau,Afrika,NA
2018,Wülflingen,Hardau,Amerika,NA
2018,Wülflingen,Hardau,Asien,NA
2018,Wülflingen,Hardau,Deutschland,NA
2018,Wülflingen,Hardau,Italien,NA
2018,Wülflingen,Hardau,Österreich,NA
2018,Wülflingen,Hardau,Schweiz,298
2018,Wülflingen,Hardau,übriges Mitteleuropa,NA
2018,Wülflingen,Hardau,Westeuropa,NA
2018,Wülflingen,Härti,Afrika,63
2018,Wülflingen,Härti,Amerika,51
2018,Wülflingen,Härti,Asien,79
2018,Wülflingen,Härti,Bosnien u. Herzegowina,NA
2018,Wülflingen,Härti,Deutschland,132
2018,Wülflingen,Härti,Italien,197
2018,Wülflingen,Härti,Kosovo,110
2018,Wülflingen,Härti,Mazedonien,103
2018,Wülflingen,Härti,Nordeuropa,NA
2018,Wülflingen,Härti,Österreich,23
2018,Wülflingen,Härti,Osteuropa und Russland,NA
2018,Wülflingen,Härti,Portugal,58
2018,Wülflingen,Härti,Schweiz,2372
2018,Wülflingen,Härti,Serbien,70
2018,Wülflingen,Härti,Spanien,49
2018,Wülflingen,Härti,Türkei,57
2018,Wülflingen,Härti,übriges Mitteleuropa,68
2018,Wülflingen,Härti,übriges Südosteuropa,NA
2018,Wülflingen,Härti,unbekannt,2
2018,Wülflingen,Härti,Westeuropa,24
2018,Oberwinterthur,Hegi,Afrika,NA
2018,Oberwinterthur,Hegi,Amerika,NA
2018,Oberwinterthur,Hegi,Asien,79
2018,Oberwinterthur,Hegi,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Hegi,Deutschland,186
2018,Oberwinterthur,Hegi,Italien,130
2018,Oberwinterthur,Hegi,Kosovo,24
2018,Oberwinterthur,Hegi,Mazedonien,46
2018,Oberwinterthur,Hegi,Nordeuropa,NA
2018,Oberwinterthur,Hegi,Österreich,34
2018,Oberwinterthur,Hegi,Portugal,NA
2018,Oberwinterthur,Hegi,Schweiz,2613
2018,Oberwinterthur,Hegi,Serbien,NA
2018,Oberwinterthur,Hegi,Spanien,NA
2018,Oberwinterthur,Hegi,Türkei,36
2018,Oberwinterthur,Hegi,übriges Mitteleuropa,55
2018,Oberwinterthur,Hegi,übriges Südosteuropa,NA
2018,Oberwinterthur,Hegi,Westeuropa,NA
2018,Oberwinterthur,Hegmatten,Afrika,52
2018,Oberwinterthur,Hegmatten,Amerika,NA
2018,Oberwinterthur,Hegmatten,Asien,48
2018,Oberwinterthur,Hegmatten,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Hegmatten,Deutschland,109
2018,Oberwinterthur,Hegmatten,Italien,72
2018,Oberwinterthur,Hegmatten,Kosovo,NA
2018,Oberwinterthur,Hegmatten,Mazedonien,38
2018,Oberwinterthur,Hegmatten,Nordeuropa,NA
2018,Oberwinterthur,Hegmatten,Österreich,NA
2018,Oberwinterthur,Hegmatten,Osteuropa und Russland,NA
2018,Oberwinterthur,Hegmatten,Portugal,NA
2018,Oberwinterthur,Hegmatten,Schweiz,1342
2018,Oberwinterthur,Hegmatten,Serbien,28
2018,Oberwinterthur,Hegmatten,Spanien,21
2018,Oberwinterthur,Hegmatten,Türkei,NA
2018,Oberwinterthur,Hegmatten,übriges Mitteleuropa,26
2018,Oberwinterthur,Hegmatten,übriges Südosteuropa,24
2018,Oberwinterthur,Hegmatten,unbekannt,1
2018,Oberwinterthur,Hegmatten,Westeuropa,27
2018,Stadt,Heiligberg,Afrika,21
2018,Stadt,Heiligberg,Amerika,22
2018,Stadt,Heiligberg,Asien,41
2018,Stadt,Heiligberg,Australien und Ozeanien,NA
2018,Stadt,Heiligberg,Deutschland,182
2018,Stadt,Heiligberg,Italien,63
2018,Stadt,Heiligberg,Kosovo,NA
2018,Stadt,Heiligberg,Mazedonien,NA
2018,Stadt,Heiligberg,Nordeuropa,NA
2018,Stadt,Heiligberg,Österreich,30
2018,Stadt,Heiligberg,Osteuropa und Russland,NA
2018,Stadt,Heiligberg,Portugal,23
2018,Stadt,Heiligberg,Schweiz,2748
2018,Stadt,Heiligberg,Serbien,NA
2018,Stadt,Heiligberg,Spanien,NA
2018,Stadt,Heiligberg,Türkei,NA
2018,Stadt,Heiligberg,übriges Mitteleuropa,24
2018,Stadt,Heiligberg,übriges Südosteuropa,NA
2018,Stadt,Heiligberg,Westeuropa,NA
2018,Seen,Iberg,Afrika,NA
2018,Seen,Iberg,Amerika,NA
2018,Seen,Iberg,Asien,NA
2018,Seen,Iberg,Bosnien u. Herzegowina,NA
2018,Seen,Iberg,Deutschland,37
2018,Seen,Iberg,Italien,35
2018,Seen,Iberg,Kosovo,NA
2018,Seen,Iberg,Mazedonien,NA
2018,Seen,Iberg,Nordeuropa,NA
2018,Seen,Iberg,Österreich,NA
2018,Seen,Iberg,Osteuropa und Russland,NA
2018,Seen,Iberg,Portugal,NA
2018,Seen,Iberg,Schweiz,1009
2018,Seen,Iberg,Türkei,NA
2018,Seen,Iberg,übriges Mitteleuropa,NA
2018,Seen,Iberg,Westeuropa,NA
2018,Stadt,Lind,Afrika,66
2018,Stadt,Lind,Amerika,35
2018,Stadt,Lind,Asien,78
2018,Stadt,Lind,Australien und Ozeanien,NA
2018,Stadt,Lind,Bosnien u. Herzegowina,NA
2018,Stadt,Lind,Deutschland,345
2018,Stadt,Lind,Italien,116
2018,Stadt,Lind,Kosovo,38
2018,Stadt,Lind,Mazedonien,43
2018,Stadt,Lind,Nordeuropa,23
2018,Stadt,Lind,Österreich,43
2018,Stadt,Lind,Osteuropa und Russland,NA
2018,Stadt,Lind,Portugal,NA
2018,Stadt,Lind,Schweiz,4679
2018,Stadt,Lind,Serbien,40
2018,Stadt,Lind,Spanien,26
2018,Stadt,Lind,Türkei,40
2018,Stadt,Lind,übriges Mitteleuropa,48
2018,Stadt,Lind,übriges Südosteuropa,NA
2018,Stadt,Lind,unbekannt,1
2018,Stadt,Lind,Westeuropa,74
2018,Wülflingen,Lindenplatz,Afrika,46
2018,Wülflingen,Lindenplatz,Amerika,33
2018,Wülflingen,Lindenplatz,Asien,79
2018,Wülflingen,Lindenplatz,Bosnien u. Herzegowina,NA
2018,Wülflingen,Lindenplatz,Deutschland,80
2018,Wülflingen,Lindenplatz,Italien,159
2018,Wülflingen,Lindenplatz,Kosovo,57
2018,Wülflingen,Lindenplatz,Mazedonien,42
2018,Wülflingen,Lindenplatz,Nordeuropa,NA
2018,Wülflingen,Lindenplatz,Österreich,NA
2018,Wülflingen,Lindenplatz,Osteuropa und Russland,NA
2018,Wülflingen,Lindenplatz,Portugal,52
2018,Wülflingen,Lindenplatz,Schweiz,1974
2018,Wülflingen,Lindenplatz,Serbien,47
2018,Wülflingen,Lindenplatz,Spanien,25
2018,Wülflingen,Lindenplatz,Türkei,22
2018,Wülflingen,Lindenplatz,übriges Mitteleuropa,36
2018,Wülflingen,Lindenplatz,übriges Südosteuropa,NA
2018,Wülflingen,Lindenplatz,unbekannt,2
2018,Wülflingen,Lindenplatz,Westeuropa,NA
2018,Wülflingen,Neuburg,Deutschland,NA
2018,Wülflingen,Neuburg,Schweiz,155
2018,Wülflingen,Neuburg,übriges Mitteleuropa,NA
2018,Stadt,Neuwiesen,Afrika,51
2018,Stadt,Neuwiesen,Amerika,39
2018,Stadt,Neuwiesen,Asien,112
2018,Stadt,Neuwiesen,Australien und Ozeanien,NA
2018,Stadt,Neuwiesen,Bosnien u. Herzegowina,NA
2018,Stadt,Neuwiesen,Deutschland,230
2018,Stadt,Neuwiesen,Italien,93
2018,Stadt,Neuwiesen,Kosovo,28
2018,Stadt,Neuwiesen,Mazedonien,24
2018,Stadt,Neuwiesen,Nordeuropa,NA
2018,Stadt,Neuwiesen,Österreich,38
2018,Stadt,Neuwiesen,Osteuropa und Russland,NA
2018,Stadt,Neuwiesen,Portugal,31
2018,Stadt,Neuwiesen,Schweiz,3166
2018,Stadt,Neuwiesen,Serbien,40
2018,Stadt,Neuwiesen,Spanien,25
2018,Stadt,Neuwiesen,Türkei,28
2018,Stadt,Neuwiesen,übriges Mitteleuropa,45
2018,Stadt,Neuwiesen,übriges Südosteuropa,NA
2018,Stadt,Neuwiesen,unbekannt,1
2018,Stadt,Neuwiesen,Westeuropa,64
2018,Wülflingen,Niederfeld,Afrika,NA
2018,Wülflingen,Niederfeld,Amerika,NA
2018,Wülflingen,Niederfeld,Asien,28
2018,Wülflingen,Niederfeld,Australien und Ozeanien,NA
2018,Wülflingen,Niederfeld,Bosnien u. Herzegowina,NA
2018,Wülflingen,Niederfeld,Deutschland,111
2018,Wülflingen,Niederfeld,Italien,90
2018,Wülflingen,Niederfeld,Kosovo,27
2018,Wülflingen,Niederfeld,Mazedonien,23
2018,Wülflingen,Niederfeld,Nordeuropa,NA
2018,Wülflingen,Niederfeld,Österreich,NA
2018,Wülflingen,Niederfeld,Osteuropa und Russland,NA
2018,Wülflingen,Niederfeld,Portugal,NA
2018,Wülflingen,Niederfeld,Schweiz,1569
2018,Wülflingen,Niederfeld,Serbien,NA
2018,Wülflingen,Niederfeld,Spanien,NA
2018,Wülflingen,Niederfeld,Türkei,30
2018,Wülflingen,Niederfeld,übriges Mitteleuropa,27
2018,Wülflingen,Niederfeld,übriges Südosteuropa,NA
2018,Wülflingen,Niederfeld,unbekannt,1
2018,Wülflingen,Niederfeld,Westeuropa,NA
2018,Wülflingen,Oberfeld,Afrika,98
2018,Wülflingen,Oberfeld,Amerika,60
2018,Wülflingen,Oberfeld,Asien,143
2018,Wülflingen,Oberfeld,Australien und Ozeanien,NA
2018,Wülflingen,Oberfeld,Bosnien u. Herzegowina,NA
2018,Wülflingen,Oberfeld,Deutschland,266
2018,Wülflingen,Oberfeld,Italien,318
2018,Wülflingen,Oberfeld,Kosovo,83
2018,Wülflingen,Oberfeld,Mazedonien,80
2018,Wülflingen,Oberfeld,Nordeuropa,NA
2018,Wülflingen,Oberfeld,Österreich,39
2018,Wülflingen,Oberfeld,Osteuropa und Russland,NA
2018,Wülflingen,Oberfeld,Portugal,80
2018,Wülflingen,Oberfeld,Schweiz,3863
2018,Wülflingen,Oberfeld,Serbien,57
2018,Wülflingen,Oberfeld,Spanien,47
2018,Wülflingen,Oberfeld,Türkei,101
2018,Wülflingen,Oberfeld,übriges Mitteleuropa,87
2018,Wülflingen,Oberfeld,übriges Südosteuropa,35
2018,Wülflingen,Oberfeld,unbekannt,12
2018,Wülflingen,Oberfeld,Westeuropa,41
2018,Seen,Oberseen,Afrika,NA
2018,Seen,Oberseen,Amerika,NA
2018,Seen,Oberseen,Asien,25
2018,Seen,Oberseen,Australien und Ozeanien,NA
2018,Seen,Oberseen,Deutschland,96
2018,Seen,Oberseen,Italien,51
2018,Seen,Oberseen,Kosovo,NA
2018,Seen,Oberseen,Mazedonien,NA
2018,Seen,Oberseen,Nordeuropa,NA
2018,Seen,Oberseen,Österreich,NA
2018,Seen,Oberseen,Osteuropa und Russland,NA
2018,Seen,Oberseen,Schweiz,2098
2018,Seen,Oberseen,Serbien,NA
2018,Seen,Oberseen,Spanien,NA
2018,Seen,Oberseen,Türkei,32
2018,Seen,Oberseen,übriges Mitteleuropa,NA
2018,Seen,Oberseen,übriges Südosteuropa,NA
2018,Seen,Oberseen,unbekannt,1
2018,Seen,Oberseen,Westeuropa,NA
2018,Oberwinterthur,Reutlingen,Afrika,NA
2018,Oberwinterthur,Reutlingen,Amerika,NA
2018,Oberwinterthur,Reutlingen,Asien,NA
2018,Oberwinterthur,Reutlingen,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Reutlingen,Deutschland,NA
2018,Oberwinterthur,Reutlingen,Italien,NA
2018,Oberwinterthur,Reutlingen,Kosovo,NA
2018,Oberwinterthur,Reutlingen,Portugal,NA
2018,Oberwinterthur,Reutlingen,Schweiz,356
2018,Oberwinterthur,Reutlingen,Spanien,NA
2018,Oberwinterthur,Reutlingen,übriges Mitteleuropa,NA
2018,Oberwinterthur,Reutlingen,übriges Südosteuropa,NA
2018,Oberwinterthur,Reutlingen,Westeuropa,NA
2018,Oberwinterthur,Ricketwil,Deutschland,NA
2018,Oberwinterthur,Ricketwil,Italien,NA
2018,Oberwinterthur,Ricketwil,Schweiz,71
2018,Veltheim,Rosenberg,Afrika,52
2018,Veltheim,Rosenberg,Amerika,21
2018,Veltheim,Rosenberg,Asien,74
2018,Veltheim,Rosenberg,Australien und Ozeanien,NA
2018,Veltheim,Rosenberg,Bosnien u. Herzegowina,NA
2018,Veltheim,Rosenberg,Deutschland,248
2018,Veltheim,Rosenberg,Italien,127
2018,Veltheim,Rosenberg,Kosovo,40
2018,Veltheim,Rosenberg,Mazedonien,45
2018,Veltheim,Rosenberg,Nordeuropa,NA
2018,Veltheim,Rosenberg,Österreich,25
2018,Veltheim,Rosenberg,Osteuropa und Russland,NA
2018,Veltheim,Rosenberg,Portugal,59
2018,Veltheim,Rosenberg,Schweiz,4623
2018,Veltheim,Rosenberg,Serbien,76
2018,Veltheim,Rosenberg,Spanien,24
2018,Veltheim,Rosenberg,Türkei,40
2018,Veltheim,Rosenberg,übriges Mitteleuropa,32
2018,Veltheim,Rosenberg,übriges Südosteuropa,NA
2018,Veltheim,Rosenberg,unbekannt,1
2018,Veltheim,Rosenberg,Westeuropa,36
2018,Töss,Rossberg,Amerika,NA
2018,Töss,Rossberg,Deutschland,NA
2018,Töss,Rossberg,Österreich,NA
2018,Töss,Rossberg,Osteuropa und Russland,NA
2018,Töss,Rossberg,Portugal,NA
2018,Töss,Rossberg,Schweiz,NA
2018,Töss,Rossberg,übriges Südosteuropa,NA
2018,Töss,Rossberg,Westeuropa,NA
2018,Töss,Schlosstal,Afrika,59
2018,Töss,Schlosstal,Amerika,33
2018,Töss,Schlosstal,Asien,101
2018,Töss,Schlosstal,Australien und Ozeanien,NA
2018,Töss,Schlosstal,Bosnien u. Herzegowina,NA
2018,Töss,Schlosstal,Deutschland,115
2018,Töss,Schlosstal,Italien,200
2018,Töss,Schlosstal,Kosovo,75
2018,Töss,Schlosstal,Mazedonien,148
2018,Töss,Schlosstal,Nordeuropa,NA
2018,Töss,Schlosstal,Österreich,25
2018,Töss,Schlosstal,Osteuropa und Russland,NA
2018,Töss,Schlosstal,Portugal,26
2018,Töss,Schlosstal,Schweiz,2256
2018,Töss,Schlosstal,Serbien,74
2018,Töss,Schlosstal,Spanien,28
2018,Töss,Schlosstal,Türkei,101
2018,Töss,Schlosstal,übriges Mitteleuropa,71
2018,Töss,Schlosstal,übriges Südosteuropa,28
2018,Töss,Schlosstal,unbekannt,3
2018,Töss,Schlosstal,Westeuropa,25
2018,Seen,Sennhof,Afrika,33
2018,Seen,Sennhof,Amerika,NA
2018,Seen,Sennhof,Asien,NA
2018,Seen,Sennhof,Bosnien u. Herzegowina,NA
2018,Seen,Sennhof,Deutschland,65
2018,Seen,Sennhof,Italien,81
2018,Seen,Sennhof,Kosovo,24
2018,Seen,Sennhof,Mazedonien,120
2018,Seen,Sennhof,Nordeuropa,NA
2018,Seen,Sennhof,Osteuropa und Russland,NA
2018,Seen,Sennhof,Portugal,NA
2018,Seen,Sennhof,Schweiz,955
2018,Seen,Sennhof,Serbien,NA
2018,Seen,Sennhof,Spanien,NA
2018,Seen,Sennhof,Türkei,21
2018,Seen,Sennhof,übriges Mitteleuropa,25
2018,Seen,Sennhof,übriges Südosteuropa,NA
2018,Seen,Sennhof,Westeuropa,NA
2018,Seen,Sonnenberg,Afrika,NA
2018,Seen,Sonnenberg,Amerika,NA
2018,Seen,Sonnenberg,Asien,NA
2018,Seen,Sonnenberg,Deutschland,30
2018,Seen,Sonnenberg,Italien,NA
2018,Seen,Sonnenberg,Nordeuropa,NA
2018,Seen,Sonnenberg,Österreich,NA
2018,Seen,Sonnenberg,Schweiz,853
2018,Seen,Sonnenberg,Serbien,NA
2018,Seen,Sonnenberg,Spanien,NA
2018,Seen,Sonnenberg,übriges Mitteleuropa,NA
2018,Seen,Sonnenberg,übriges Südosteuropa,NA
2018,Seen,Sonnenberg,Westeuropa,NA
2018,Oberwinterthur,Stadel,Afrika,NA
2018,Oberwinterthur,Stadel,Deutschland,NA
2018,Oberwinterthur,Stadel,Italien,NA
2018,Oberwinterthur,Stadel,Mazedonien,NA
2018,Oberwinterthur,Stadel,Nordeuropa,NA
2018,Oberwinterthur,Stadel,Österreich,NA
2018,Oberwinterthur,Stadel,Portugal,NA
2018,Oberwinterthur,Stadel,Schweiz,257
2018,Oberwinterthur,Stadel,übriges Mitteleuropa,NA
2018,Oberwinterthur,Stadel,Westeuropa,NA
2018,Wülflingen,Taggenberg,Amerika,NA
2018,Wülflingen,Taggenberg,Asien,NA
2018,Wülflingen,Taggenberg,Bosnien u. Herzegowina,NA
2018,Wülflingen,Taggenberg,Deutschland,58
2018,Wülflingen,Taggenberg,Italien,49
2018,Wülflingen,Taggenberg,Kosovo,NA
2018,Wülflingen,Taggenberg,Mazedonien,NA
2018,Wülflingen,Taggenberg,Nordeuropa,NA
2018,Wülflingen,Taggenberg,Österreich,NA
2018,Wülflingen,Taggenberg,Osteuropa und Russland,NA
2018,Wülflingen,Taggenberg,Portugal,NA
2018,Wülflingen,Taggenberg,Schweiz,876
2018,Wülflingen,Taggenberg,Serbien,NA
2018,Wülflingen,Taggenberg,Spanien,NA
2018,Wülflingen,Taggenberg,Türkei,NA
2018,Wülflingen,Taggenberg,übriges Mitteleuropa,NA
2018,Wülflingen,Taggenberg,übriges Südosteuropa,NA
2018,Wülflingen,Taggenberg,Westeuropa,NA
2018,Oberwinterthur,Talacker,Afrika,105
2018,Oberwinterthur,Talacker,Amerika,48
2018,Oberwinterthur,Talacker,Asien,150
2018,Oberwinterthur,Talacker,Australien und Ozeanien,NA
2018,Oberwinterthur,Talacker,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Talacker,Deutschland,317
2018,Oberwinterthur,Talacker,Italien,228
2018,Oberwinterthur,Talacker,Kosovo,91
2018,Oberwinterthur,Talacker,Mazedonien,101
2018,Oberwinterthur,Talacker,Nordeuropa,NA
2018,Oberwinterthur,Talacker,Österreich,39
2018,Oberwinterthur,Talacker,Osteuropa und Russland,NA
2018,Oberwinterthur,Talacker,Portugal,58
2018,Oberwinterthur,Talacker,Schweiz,5042
2018,Oberwinterthur,Talacker,Serbien,92
2018,Oberwinterthur,Talacker,Spanien,43
2018,Oberwinterthur,Talacker,Türkei,62
2018,Oberwinterthur,Talacker,übriges Mitteleuropa,77
2018,Oberwinterthur,Talacker,übriges Südosteuropa,40
2018,Oberwinterthur,Talacker,unbekannt,1
2018,Oberwinterthur,Talacker,Westeuropa,43
2018,Stadt,Tössfeld,Afrika,61
2018,Stadt,Tössfeld,Amerika,40
2018,Stadt,Tössfeld,Asien,71
2018,Stadt,Tössfeld,Bosnien u. Herzegowina,25
2018,Stadt,Tössfeld,Deutschland,173
2018,Stadt,Tössfeld,Italien,236
2018,Stadt,Tössfeld,Kosovo,32
2018,Stadt,Tössfeld,Mazedonien,73
2018,Stadt,Tössfeld,Nordeuropa,NA
2018,Stadt,Tössfeld,Österreich,27
2018,Stadt,Tössfeld,Osteuropa und Russland,NA
2018,Stadt,Tössfeld,Portugal,42
2018,Stadt,Tössfeld,Schweiz,2779
2018,Stadt,Tössfeld,Serbien,52
2018,Stadt,Tössfeld,Spanien,33
2018,Stadt,Tössfeld,Türkei,57
2018,Stadt,Tössfeld,übriges Mitteleuropa,45
2018,Stadt,Tössfeld,übriges Südosteuropa,33
2018,Stadt,Tössfeld,unbekannt,2
2018,Stadt,Tössfeld,Westeuropa,21
2018,Seen,Waldegg,Afrika,NA
2018,Seen,Waldegg,Amerika,NA
2018,Seen,Waldegg,Asien,NA
2018,Seen,Waldegg,Deutschland,28
2018,Seen,Waldegg,Italien,35
2018,Seen,Waldegg,Kosovo,NA
2018,Seen,Waldegg,Mazedonien,NA
2018,Seen,Waldegg,Nordeuropa,NA
2018,Seen,Waldegg,Österreich,NA
2018,Seen,Waldegg,Portugal,NA
2018,Seen,Waldegg,Schweiz,1117
2018,Seen,Waldegg,Serbien,NA
2018,Seen,Waldegg,Spanien,NA
2018,Seen,Waldegg,Türkei,NA
2018,Seen,Waldegg,übriges Mitteleuropa,NA
2018,Seen,Waldegg,übriges Südosteuropa,NA
2018,Seen,Waldegg,unbekannt,1
2018,Seen,Waldegg,Westeuropa,NA
2018,Seen,Waser,Afrika,36
2018,Seen,Waser,Amerika,26
2018,Seen,Waser,Asien,87
2018,Seen,Waser,Australien und Ozeanien,NA
2018,Seen,Waser,Bosnien u. Herzegowina,28
2018,Seen,Waser,Deutschland,202
2018,Seen,Waser,Italien,270
2018,Seen,Waser,Kosovo,143
2018,Seen,Waser,Mazedonien,61
2018,Seen,Waser,Nordeuropa,NA
2018,Seen,Waser,Österreich,32
2018,Seen,Waser,Osteuropa und Russland,NA
2018,Seen,Waser,Portugal,64
2018,Seen,Waser,Schweiz,4119
2018,Seen,Waser,Serbien,51
2018,Seen,Waser,Spanien,34
2018,Seen,Waser,Türkei,106
2018,Seen,Waser,übriges Mitteleuropa,54
2018,Seen,Waser,übriges Südosteuropa,25
2018,Seen,Waser,unbekannt,1
2018,Seen,Waser,Westeuropa,26
2018,Wülflingen,Weinberg,Afrika,49
2018,Wülflingen,Weinberg,Amerika,NA
2018,Wülflingen,Weinberg,Asien,41
2018,Wülflingen,Weinberg,Bosnien u. Herzegowina,NA
2018,Wülflingen,Weinberg,Deutschland,28
2018,Wülflingen,Weinberg,Italien,50
2018,Wülflingen,Weinberg,Kosovo,28
2018,Wülflingen,Weinberg,Mazedonien,21
2018,Wülflingen,Weinberg,Österreich,NA
2018,Wülflingen,Weinberg,Osteuropa und Russland,NA
2018,Wülflingen,Weinberg,Portugal,NA
2018,Wülflingen,Weinberg,Schweiz,894
2018,Wülflingen,Weinberg,Serbien,NA
2018,Wülflingen,Weinberg,Spanien,NA
2018,Wülflingen,Weinberg,Türkei,NA
2018,Wülflingen,Weinberg,übriges Mitteleuropa,NA
2018,Wülflingen,Weinberg,übriges Südosteuropa,NA
2018,Wülflingen,Weinberg,Westeuropa,NA
2018,Oberwinterthur,Zinzikon,Afrika,31
2018,Oberwinterthur,Zinzikon,Amerika,NA
2018,Oberwinterthur,Zinzikon,Asien,64
2018,Oberwinterthur,Zinzikon,Bosnien u. Herzegowina,NA
2018,Oberwinterthur,Zinzikon,Deutschland,149
2018,Oberwinterthur,Zinzikon,Italien,118
2018,Oberwinterthur,Zinzikon,Kosovo,31
2018,Oberwinterthur,Zinzikon,Mazedonien,29
2018,Oberwinterthur,Zinzikon,Nordeuropa,NA
2018,Oberwinterthur,Zinzikon,Österreich,NA
2018,Oberwinterthur,Zinzikon,Osteuropa und Russland,NA
2018,Oberwinterthur,Zinzikon,Portugal,33
2018,Oberwinterthur,Zinzikon,Schweiz,2116
2018,Oberwinterthur,Zinzikon,Serbien,29
2018,Oberwinterthur,Zinzikon,Spanien,21
2018,Oberwinterthur,Zinzikon,Türkei,57
2018,Oberwinterthur,Zinzikon,übriges Mitteleuropa,51
2018,Oberwinterthur,Zinzikon,übriges Südosteuropa,NA
